,顏色,單價,成本,系列,產品,訂單時間,性別,年紀,廣告代號all,尺寸,訂單編號,去識別化會員編碼
395,white,740.0,370.0,系列194,產品194-3,2016-10-20T16:18:18,FEMALE,30.0,廣告_自然流量,M,243735,L_CBY_04974
396,trigrayblack,905.0,470.0,系列295,產品295-11,2016-10-20T16:18:18,FEMALE,30.0,廣告_自然流量,M,243735,L_CBY_04974
397,gray,1045.0,816.0,系列36,產品36-6,2016-01-27T12:19:48,FEMALE,32.0,廣告_ikip_pid,M,168312,L_CBY_04288
398,black,1045.0,816.0,系列64,產品64-9,2016-01-27T12:19:48,FEMALE,32.0,廣告_ikip_pid,L,168312,L_CBY_04288
399,white,806.0,421.0,系列2,產品2-30,2018-05-13T05:22:56,FEMALE,30.0,廣告_自然流量,L,435135,L_CBY_03108
400,,971.0,423.0,系列2,產品2-101,2018-05-13T05:22:56,FEMALE,30.0,廣告_自然流量,M,435135,L_CBY_03108
401,,576.0,263.0,系列7,產品7-27,2017-06-23T00:15:51,FEMALE,28.0,廣告_critei_critei,無,322869,L_CBY_04696
402,,1135.0,441.0,系列2,產品2-35,2019-06-27T12:33:45,FEMALE,30.0,廣告_KBDG_MP,無,574233,L_CBY_01874
403,,1135.0,441.0,系列2,產品2-35,2019-06-27T12:33:45,FEMALE,30.0,廣告_KBDG_MP,無,574233,L_CBY_01874
404,babypink,1061.0,433.0,系列2,產品2-29,2019-06-27T12:33:45,FEMALE,30.0,廣告_KBDG_MP,S,574233,L_CBY_01874
405,eggyellow,1061.0,433.0,系列32,產品32-3,2019-06-27T12:33:45,FEMALE,30.0,廣告_KBDG_MP,S,574233,L_CBY_01874
406,irontrigray,985.0,433.0,系列46,產品46-3,2018-11-19T14:30:16,FEMALE,32.0,廣告_自然流量,L,500412,L_CBY_03700
407,irontrigray,985.0,451.0,系列46,產品46-12,2018-11-19T14:30:16,FEMALE,32.0,廣告_自然流量,XL,500412,L_CBY_03700
408,lemonyellow,410.0,308.0,系列46,產品46-15,2018-11-19T14:30:16,FEMALE,32.0,廣告_自然流量,90,500412,L_CBY_03700
409,,985.0,691.0,系列8,產品8-36,2018-08-03T03:39:03,,,廣告_自然流量,無,461046,L_CBY_04965
410,babypink,1173.0,472.0,系列2,產品2-30,2017-09-22T12:16:54,FEMALE,26.0,廣告_KDP_D,L,361431,L_CBY_02779
411,babypink,1173.0,472.0,系列2,產品2-30,2017-09-22T12:16:54,FEMALE,26.0,廣告_KDP_D,M,361431,L_CBY_02779
412,,1239.0,635.0,系列7,產品7-5,2016-06-16T04:05:13,,,廣告_KDPOD_style,無,206277,L_CBY_00418
413,,1239.0,635.0,系列7,產品7-5,2016-06-16T04:05:13,,,廣告_KDPOD_style,無,206277,L_CBY_00418
414,white,656.0,375.0,系列62,產品62-29,2017-08-04T14:02:15,FEMALE,30.0,廣告_KDP_D,L,341346,L_CBY_03049
415,gray,1028.0,426.0,系列61,產品61-3,2017-08-04T14:02:15,FEMALE,30.0,廣告_KDP_D,S,341346,L_CBY_03049
416,gray,1028.0,443.0,系列61,產品61-3,2017-08-04T14:02:15,FEMALE,30.0,廣告_KDP_D,2XL,341346,L_CBY_03049
417,gray,821.0,424.0,系列61,產品61-29,2017-08-04T14:02:15,FEMALE,30.0,廣告_KDP_D,L,341346,L_CBY_03049
418,white,656.0,370.0,系列22,產品22-3,2017-05-29T14:49:24,FEMALE,26.0,廣告_KDP_D,XS,310812,L_CBY_01058
419,white,656.0,370.0,系列22,產品22-3,2017-05-29T14:49:24,FEMALE,26.0,廣告_KDP_D,S,310812,L_CBY_01058
420,tiffanygreen,910.0,416.0,系列28,產品28-3,2016-04-03T04:11:11,FEMALE,34.0,廣告_qdwit_pid,M,183015,L_CBY_01893
421,lemonyellow,910.0,416.0,系列28,產品28-3,2016-04-03T04:11:11,FEMALE,34.0,廣告_qdwit_pid,M,183015,L_CBY_01893
422,babypink,910.0,416.0,系列28,產品28-3,2016-04-03T04:11:11,FEMALE,34.0,廣告_qdwit_pid,L,183015,L_CBY_01893
423,white,821.0,377.0,系列50,產品50-12,2017-08-02T14:26:00,,,廣告_自然流量,M,340719,L_CBY_02752
424,navyblue,1028.0,459.0,系列50,產品50-12,2017-08-02T14:26:00,,,廣告_自然流量,XL,340719,L_CBY_02752
425,eggyellow,1028.0,443.0,系列22,產品22-12,2017-08-02T14:26:00,,,廣告_自然流量,XL,340719,L_CBY_02752
426,navyblue,1028.0,459.0,系列24,產品24-12,2017-08-02T14:26:00,,,廣告_自然流量,XL,340719,L_CBY_02752
427,gray,821.0,426.0,系列15,產品15-12,2017-08-02T14:26:00,,,廣告_自然流量,L,340719,L_CBY_02752
428,,456.0,211.0,系列364,產品364-38,2016-07-28T03:50:02,FEMALE,40.0,廣告_自然流量,無,219108,L_CBY_04698
429,,456.0,211.0,系列364,產品364-38,2016-07-28T03:50:02,FEMALE,40.0,廣告_自然流量,無,219108,L_CBY_04698
430,babypink,327.0,424.0,系列8,產品8-89,2018-08-07T16:09:15,FEMALE,26.0,廣告_自然流量,XS,462738,L_CBY_01035
431,armygreen,327.0,431.0,系列8,產品8-89,2018-08-07T16:09:15,FEMALE,26.0,廣告_自然流量,XS,462738,L_CBY_01035
432,skyblue,327.0,424.0,系列8,產品8-89,2018-08-07T16:09:15,FEMALE,26.0,廣告_自然流量,XS,462738,L_CBY_01035
433,gray,327.0,426.0,系列8,產品8-88,2018-08-07T16:09:15,FEMALE,26.0,廣告_自然流量,L,462738,L_CBY_01035
434,white,262.0,373.0,系列8,產品8-73,2018-08-07T16:09:15,FEMALE,26.0,廣告_自然流量,M,462738,L_CBY_01035
435,hamred,327.0,426.0,系列8,產品8-88,2018-08-07T16:09:15,FEMALE,26.0,廣告_自然流量,L,462738,L_CBY_01035
436,,492.0,344.0,系列1,產品1-36,2019-08-09T05:16:06,FEMALE,26.0,廣告_自然流量,無,585819,L_CBY_03312
437,,1398.0,887.0,系列1,產品1-35,2019-08-09T05:16:06,FEMALE,26.0,廣告_自然流量,無,585819,L_CBY_03312
438,gray,985.0,433.0,系列2,產品2-12,2019-07-02T10:44:59,,,廣告_自然流量,L,575445,L_CBY_03226
439,navyblue,985.0,433.0,系列2,產品2-12,2019-07-02T10:44:59,,,廣告_自然流量,L,575445,L_CBY_03226
440,white,985.0,401.0,系列181,產品181-12,2019-07-02T10:44:59,,,廣告_自然流量,XL,575445,L_CBY_03226
441,tiffanygreen,821.0,434.0,系列7,產品7-29,2017-06-19T02:18:55,MALE,36.0,廣告_自然流量,XL,321204,L_CBY_04428
442,babyblue,1028.0,436.0,系列51,產品51-12,2017-06-19T02:18:55,MALE,36.0,廣告_自然流量,XL,321204,L_CBY_04428
443,white,921.0,424.0,系列51,產品51-30,2017-06-19T02:18:55,MALE,36.0,廣告_自然流量,F,321204,L_CBY_04428
444,eggyellow,1028.0,426.0,系列16,產品16-3,2018-05-06T15:34:56,,,廣告_自然流量,S,432306,L_CBY_04305
445,white,821.0,393.0,系列11,產品11-12,2018-05-06T15:34:56,,,廣告_自然流量,2XL,432306,L_CBY_04305
446,burgundy,1629.0,824.0,系列77,產品77-6,2019-01-16T15:39:34,,,廣告_KDP_D,S,523584,L_CBY_04305
447,gray,985.0,433.0,系列77,產品77-3,2019-01-16T15:39:34,,,廣告_KDP_D,S,523584,L_CBY_04305
448,,689.0,299.0,系列77,產品77-16,2019-02-16T04:53:53,,,廣告_自然流量,無,533655,L_CBY_04305
449,armygreen,985.0,433.0,系列77,產品77-3,2019-02-16T04:53:53,,,廣告_自然流量,S,533655,L_CBY_04305
450,gray,985.0,433.0,系列77,產品77-12,2019-02-16T04:53:53,,,廣告_自然流量,L,533655,L_CBY_04305
451,watermelonred,893.0,419.0,系列7,產品7-12,2016-08-04T16:46:47,FEMALE,34.0,廣告_KDPOD_select,L,221874,L_CBY_00060
452,gray,893.0,419.0,系列7,產品7-12,2016-08-04T16:46:47,FEMALE,34.0,廣告_KDPOD_select,L,221874,L_CBY_00060
453,white,740.0,367.0,系列7,產品7-18,2016-08-04T16:46:47,FEMALE,34.0,廣告_KDPOD_select,M,221874,L_CBY_00060
454,black,793.0,419.0,系列133,產品133-12,2016-08-04T16:46:47,FEMALE,34.0,廣告_KDPOD_select,L,221874,L_CBY_00060
455,creamywhitejeanblue,961.0,489.0,系列89,產品89-11,2016-08-04T16:46:47,FEMALE,34.0,廣告_KDPOD_select,M,221874,L_CBY_00060
456,trigrayblack,885.0,470.0,系列124,產品124-11,2016-01-21T03:37:19,FEMALE,26.0,廣告_ikip_POD,S,165102,L_CBY_03003
457,trigrayblack,885.0,470.0,系列124,產品124-11,2016-01-21T03:37:19,FEMALE,26.0,廣告_ikip_POD,M,165102,L_CBY_03003
458,gray,905.0,475.0,系列9,產品9-30,2017-06-06T14:24:34,FEMALE,28.0,廣告_自然流量,F,315150,L_CBY_02109
459,navyblue,905.0,475.0,系列9,產品9-30,2017-06-06T14:24:34,FEMALE,28.0,廣告_自然流量,F,315150,L_CBY_02109
460,navyblue,1084.0,475.0,系列9,產品9-30,2017-06-06T14:24:34,FEMALE,28.0,廣告_自然流量,F,315150,L_CBY_02109
461,gray,1084.0,475.0,系列220,產品220-30,2017-06-06T14:24:34,FEMALE,28.0,廣告_自然流量,F,315150,L_CBY_02109
462,black,1135.0,451.0,系列200,產品200-12,2019-07-10T18:36:13,FEMALE,24.0,廣告_自然流量,XL,577500,L_CBY_00242
463,irontrigray,1135.0,451.0,系列200,產品200-12,2019-08-09T15:44:19,FEMALE,24.0,廣告_自然流量,3XL,586080,L_CBY_00242
464,white,842.0,367.0,系列729,產品729-18,2016-08-03T15:34:32,FEMALE,30.0,廣告_自然流量,M,221526,L_CBY_00465
465,navyblue,916.0,419.0,系列729,產品729-12,2016-08-03T15:34:32,FEMALE,30.0,廣告_自然流量,L,221526,L_CBY_00465
466,,656.0,345.0,系列8,產品8-35,2019-02-14T23:16:49,FEMALE,26.0,廣告_KDMK_D,無,533049,L_CBY_03546
467,gray,985.0,433.0,系列69,產品69-12,2019-05-16T14:04:21,FEMALE,26.0,廣告_自然流量,S,561258,L_CBY_03546
468,black,985.0,433.0,系列69,產品69-12,2019-05-16T14:04:21,FEMALE,26.0,廣告_自然流量,S,561258,L_CBY_03546
469,tiffanygreen,1105.0,419.0,系列48,產品48-3,2017-03-15T15:20:50,FEMALE,26.0,廣告_B2KP_D,S,280464,L_CBY_00798
470,trigrayblack,1061.0,470.0,系列48,產品48-11,2017-03-15T15:20:50,FEMALE,26.0,廣告_B2KP_D,S,280464,L_CBY_00798
471,white,656.0,387.0,系列7,產品7-3,2017-05-03T05:36:04,FEMALE,28.0,廣告_critei_critei,XL,299496,L_CBY_03694
472,black,821.0,419.0,系列7,產品7-12,2017-05-03T05:36:04,FEMALE,28.0,廣告_critei_critei,M,299496,L_CBY_03694
473,babyblue,1028.0,419.0,系列154,產品154-12,2017-05-03T05:36:04,FEMALE,28.0,廣告_critei_critei,M,299496,L_CBY_03694
474,white,832.0,378.0,系列5,產品5-19,2016-07-21T14:03:08,FEMALE,32.0,廣告_自然流量,F,216345,L_CBY_03212
475,white,832.0,367.0,系列103,產品103-18,2016-07-21T14:03:08,FEMALE,32.0,廣告_自然流量,XS,216345,L_CBY_03212
476,babypink,832.0,401.0,系列175,產品175-19,2016-07-21T14:03:08,FEMALE,32.0,廣告_自然流量,F,216345,L_CBY_03212
477,,1275.0,646.0,系列46,產品46-39,2016-04-27T11:06:39,FEMALE,30.0,廣告_critei_critei,iPhone 6,189993,L_CBY_04483
478,black,910.0,416.0,系列53,產品53-12,2016-04-27T11:06:39,FEMALE,30.0,廣告_critei_critei,M,189993,L_CBY_04483
479,white,740.0,370.0,系列46,產品46-3,2016-08-29T12:03:23,FEMALE,30.0,廣告_自然流量,M,228888,L_CBY_04483
480,babyblue,893.0,419.0,系列46,產品46-3,2016-08-29T12:03:23,FEMALE,30.0,廣告_自然流量,M,228888,L_CBY_04483
481,navyblue,893.0,419.0,系列46,產品46-12,2016-08-29T12:03:23,FEMALE,30.0,廣告_自然流量,M,228888,L_CBY_04483
482,creamywhite,1464.0,775.0,系列2,產品2-6,2017-11-27T02:56:26,,,廣告_KDP_D,M,384522,L_CBY_01895
483,white,780.0,375.0,系列2,產品2-29,2017-11-27T02:56:26,,,廣告_KDP_D,M,384522,L_CBY_01895
484,armygreen,1530.0,839.0,系列2,產品2-9,2017-11-27T02:56:26,,,廣告_KDP_D,XL,384522,L_CBY_01895
485,gray,1464.0,824.0,系列2,產品2-6,2017-12-13T05:05:53,,,廣告_KDP_D,S,388722,L_CBY_01895
486,trigrayblack,1137.0,480.0,系列56,產品56-11,2017-07-15T13:55:06,,,廣告_critei_critei,XS,332388,L_CBY_03332
487,tiffanygreen,1028.0,424.0,系列56,產品56-29,2017-07-15T13:55:06,,,廣告_critei_critei,S,332388,L_CBY_03332
488,white,821.0,375.0,系列140,產品140-18,2017-07-15T13:55:06,,,廣告_critei_critei,XS,332388,L_CBY_03332
489,creamywhiteburgundy,985.0,498.0,系列1,產品1-11,2017-03-08T14:30:55,FEMALE,26.0,廣告_自然流量,S,278448,L_CBY_01766
490,babypink,821.0,419.0,系列1,產品1-3,2017-03-08T14:30:55,FEMALE,26.0,廣告_自然流量,S,278448,L_CBY_01766
491,navyblue,1028.0,419.0,系列1,產品1-12,2017-03-08T14:30:55,FEMALE,26.0,廣告_自然流量,L,278448,L_CBY_01766
492,navyblue,821.0,419.0,系列1,產品1-3,2017-03-08T14:30:55,FEMALE,26.0,廣告_自然流量,M,278448,L_CBY_01766
493,gray,923.0,548.0,系列17,產品17-10,2017-12-31T06:39:44,FEMALE,38.0,廣告_edmP_,110,392799,L_CBY_00644
494,creamywhite,1135.0,610.0,系列17,產品17-7,2017-12-31T06:39:44,FEMALE,38.0,廣告_edmP_,M,392799,L_CBY_00644
495,hamred,923.0,548.0,系列17,產品17-10,2017-12-31T06:39:44,FEMALE,38.0,廣告_edmP_,90,392799,L_CBY_00644
496,black,1135.0,661.0,系列17,產品17-13,2017-12-31T06:39:44,FEMALE,38.0,廣告_edmP_,XL,392799,L_CBY_00644
497,white,410.0,250.0,系列17,產品17-15,2017-12-31T14:47:54,FEMALE,38.0,廣告_edmP_,90,392880,L_CBY_00644
498,creamywhite,972.0,502.0,系列17,產品17-31,2017-12-31T14:47:54,FEMALE,38.0,廣告_edmP_,M,392880,L_CBY_00644
499,irontrigray,860.0,419.0,系列7,產品7-12,2016-07-22T16:04:54,MALE,38.0,廣告_ikip_ikip,XL,216870,L_CBY_01823
500,navyblue,860.0,419.0,系列5,產品5-12,2016-07-22T16:04:54,MALE,38.0,廣告_ikip_ikip,XL,216870,L_CBY_01823
501,jeanblue,860.0,454.0,系列36,產品36-12,2016-07-22T16:04:54,MALE,38.0,廣告_ikip_ikip,XL,216870,L_CBY_01823
502,navyblue,860.0,419.0,系列67,產品67-12,2016-07-22T16:04:54,MALE,38.0,廣告_ikip_ikip,XL,216870,L_CBY_01823
503,,1448.0,905.0,系列2,產品2-35,2018-03-31T14:36:22,FEMALE,26.0,廣告_KDP_P,無,419022,L_CBY_02578
504,,469.0,199.0,系列7,產品7-2,2016-08-12T15:58:44,FEMALE,32.0,廣告_KDPOD_select,無,224370,L_CBY_03829
505,white,740.0,367.0,系列7,產品7-18,2016-08-12T15:58:44,FEMALE,32.0,廣告_KDPOD_select,L,224370,L_CBY_03829
506,,492.0,248.0,系列7,產品7-26,2016-08-12T15:58:44,FEMALE,32.0,廣告_KDPOD_select,無,224370,L_CBY_03829
507,gray,893.0,419.0,系列56,產品56-3,2016-08-12T15:58:44,FEMALE,32.0,廣告_KDPOD_select,S,224370,L_CBY_03829
508,gray,793.0,419.0,系列16,產品16-12,2016-08-12T15:58:44,FEMALE,32.0,廣告_KDPOD_select,XL,224370,L_CBY_03829
509,white,656.0,370.0,系列6,產品6-12,2017-02-06T07:48:10,FEMALE,26.0,廣告_自然流量,S,269850,L_CBY_01514
510,white,656.0,370.0,系列6,產品6-12,2017-02-06T07:48:10,FEMALE,26.0,廣告_自然流量,M,269850,L_CBY_01514
511,white,656.0,370.0,系列6,產品6-12,2017-02-06T07:48:10,FEMALE,26.0,廣告_自然流量,XL,269850,L_CBY_01514
512,gray,1028.0,424.0,系列2,產品2-29,2017-09-26T09:02:21,FEMALE,30.0,廣告_B2KP_D,M,364941,L_CBY_04236
513,gray,1028.0,424.0,系列2,產品2-29,2017-09-26T09:02:21,FEMALE,30.0,廣告_B2KP_D,M,364941,L_CBY_04236
514,gray,1028.0,424.0,系列2,產品2-29,2017-09-26T09:02:21,FEMALE,30.0,廣告_B2KP_D,M,364941,L_CBY_04236
515,gray,1028.0,443.0,系列2,產品2-12,2017-09-26T09:13:58,FEMALE,30.0,廣告_B2KP_D,2XL,364950,L_CBY_04236
516,gray,1028.0,426.0,系列2,產品2-12,2017-09-26T09:13:58,FEMALE,30.0,廣告_B2KP_D,M,364950,L_CBY_04236
517,navyblue,1028.0,428.0,系列2,產品2-29,2017-09-26T09:13:58,FEMALE,30.0,廣告_B2KP_D,M,364950,L_CBY_04236
518,white,656.0,375.0,系列2,產品2-29,2017-09-26T09:24:55,FEMALE,30.0,廣告_B2KP_D,M,364959,L_CBY_04236
519,white,821.0,375.0,系列2,產品2-29,2017-09-26T09:24:55,FEMALE,30.0,廣告_B2KP_D,M,364959,L_CBY_04236
520,white,821.0,393.0,系列2,產品2-12,2017-09-26T09:24:55,FEMALE,30.0,廣告_B2KP_D,2XL,364959,L_CBY_04236
521,,1091.0,474.0,系列2,產品2-91,2017-09-26T15:37:50,FEMALE,30.0,廣告_自然流量,S,365157,L_CBY_04236
522,gray,1028.0,424.0,系列2,產品2-29,2017-09-26T15:37:50,FEMALE,30.0,廣告_自然流量,S,365157,L_CBY_04236
523,white,905.0,421.0,系列2,產品2-30,2017-09-26T15:37:50,FEMALE,30.0,廣告_自然流量,S,365157,L_CBY_04236
524,white,821.0,377.0,系列2,產品2-3,2017-09-26T15:51:38,FEMALE,30.0,廣告_B2KP_D,S,365181,L_CBY_04236
525,navyblue,821.0,428.0,系列2,產品2-29,2017-09-26T15:51:38,FEMALE,30.0,廣告_B2KP_D,L,365181,L_CBY_04236
526,white,821.0,375.0,系列2,產品2-29,2017-09-26T15:51:38,FEMALE,30.0,廣告_B2KP_D,L,365181,L_CBY_04236
527,white,821.0,377.0,系列2,產品2-12,2017-09-26T15:51:38,FEMALE,30.0,廣告_B2KP_D,XS,365181,L_CBY_04236
528,navyblue,1091.0,472.0,系列4,產品4-30,2017-10-04T07:56:35,FEMALE,30.0,廣告_B2KP_D,S,369645,L_CBY_04236
529,navyblue,1091.0,472.0,系列4,產品4-30,2017-10-04T07:56:35,FEMALE,30.0,廣告_B2KP_D,L,369645,L_CBY_04236
530,gray,1091.0,472.0,系列4,產品4-30,2017-10-04T07:56:35,FEMALE,30.0,廣告_B2KP_D,S,369645,L_CBY_04236
531,,1643.0,1374.0,系列52,產品52-35,2017-12-17T13:53:34,FEMALE,30.0,廣告_GINEP_D,無,389904,L_CBY_04236
532,,1643.0,1374.0,系列52,產品52-35,2017-12-17T13:53:34,FEMALE,30.0,廣告_GINEP_D,無,389904,L_CBY_04236
533,,1150.0,790.0,系列2,產品2-35,2018-03-29T07:01:31,FEMALE,30.0,廣告_自然流量,無,417774,L_CBY_04236
534,,1150.0,790.0,系列2,產品2-35,2018-03-29T07:01:31,FEMALE,30.0,廣告_自然流量,無,417774,L_CBY_04236
535,,971.0,423.0,系列2,產品2-101,2018-05-12T15:21:42,FEMALE,30.0,廣告_edmP_P,L,434913,L_CBY_04236
536,,971.0,459.0,系列2,產品2-102,2018-05-12T15:21:42,FEMALE,30.0,廣告_edmP_P,M,434913,L_CBY_04236
537,,971.0,459.0,系列2,產品2-102,2018-05-14T05:24:53,FEMALE,30.0,廣告_自然流量,L,435624,L_CBY_04236
538,,821.0,365.0,系列2,產品2-104,2018-05-14T05:24:53,FEMALE,30.0,廣告_自然流量,L,435624,L_CBY_04236
539,,971.0,459.0,系列2,產品2-102,2018-05-14T05:28:25,FEMALE,30.0,廣告_自然流量,S,435630,L_CBY_04236
540,,821.0,316.0,系列2,產品2-103,2018-05-14T05:28:25,FEMALE,30.0,廣告_自然流量,L,435630,L_CBY_04236
541,white,821.0,370.0,系列117,產品117-12,2017-06-04T16:28:45,FEMALE,36.0,廣告_自然流量,L,314232,L_CBY_04270
542,creamywhiteburgundy,1137.0,498.0,系列117,產品117-11,2017-06-04T16:28:45,FEMALE,36.0,廣告_自然流量,S,314232,L_CBY_04270
543,white,821.0,370.0,系列117,產品117-12,2017-06-04T16:28:45,FEMALE,36.0,廣告_自然流量,L,314232,L_CBY_04270
544,creamywhite,1610.0,775.0,系列109,產品109-6,2017-12-06T15:42:58,,34.0,廣告_B2K_PicCirgi,S,386859,L_CBY_00232
545,gray,1610.0,824.0,系列109,產品109-9,2017-12-06T15:42:58,,34.0,廣告_B2K_PicCirgi,M,386859,L_CBY_00232
546,,971.0,518.0,系列25,產品25-35,2018-12-07T09:53:42,,34.0,廣告_KDMK_D,無,507933,L_CBY_00232
547,,461.0,128.0,系列11,產品11-35,2018-12-07T09:53:42,,34.0,廣告_KDMK_D,無,507933,L_CBY_00232
548,navyblue,793.0,419.0,系列59,產品59-12,2016-10-11T06:00:23,FEMALE,28.0,廣告_自然流量,XL,241602,L_CBY_04422
549,,586.0,313.0,系列59,產品59-16,2016-10-11T06:00:23,FEMALE,28.0,廣告_自然流量,無,241602,L_CBY_04422
550,,806.0,523.0,系列8,產品8-35,2019-05-16T13:25:11,FEMALE,28.0,廣告_KDMK_D,無,561222,L_CBY_04422
551,,576.0,373.0,系列8,產品8-35,2019-05-16T13:25:11,FEMALE,28.0,廣告_KDMK_D,無,561222,L_CBY_04422
552,babypink,1069.0,426.0,系列1,產品1-3,2018-06-04T13:01:42,FEMALE,34.0,廣告_自然流量,L,440775,L_CBY_02776
553,white,905.0,375.0,系列2,產品2-29,2018-06-04T13:01:42,FEMALE,34.0,廣告_自然流量,L,440775,L_CBY_02776
554,,821.0,411.0,系列2,產品2-104,2018-06-04T13:01:42,FEMALE,34.0,廣告_自然流量,L,440775,L_CBY_02776
555,irontrigray,793.0,419.0,系列12,產品12-12,2016-12-26T10:25:25,FEMALE,30.0,廣告_B2KMK_redecvelipe,XL,258417,L_CBY_04331
556,,164.0,41.0,系列30,產品30-35,2016-12-26T10:25:25,FEMALE,30.0,廣告_B2KMK_redecvelipe,無,258417,L_CBY_04331
557,babypink,842.0,401.0,系列72,產品72-19,2016-08-11T13:26:55,FEMALE,42.0,廣告_KDPOD_select,F,223944,L_CBY_00818
558,lemonyellow,793.0,418.0,系列88,產品88-18,2016-08-11T13:26:55,FEMALE,42.0,廣告_KDPOD_select,L,223944,L_CBY_00818
559,,1133.0,592.0,系列7,產品7-5,2018-03-28T16:21:40,FEMALE,42.0,廣告_KDP_D,無,417402,L_CBY_00818
560,armygreen,1028.0,431.0,系列7,產品7-29,2018-03-28T16:21:40,FEMALE,42.0,廣告_KDP_D,L,417402,L_CBY_00818
561,navyblue,1028.0,431.0,系列7,產品7-29,2018-03-28T16:21:40,FEMALE,42.0,廣告_KDP_D,L,417402,L_CBY_00818
562,white,821.0,387.0,系列83,產品83-12,2017-06-13T15:37:25,MALE,26.0,廣告_自然流量,XL,318705,L_CBY_04046
563,white,821.0,387.0,系列9,產品9-12,2017-06-13T15:37:25,MALE,26.0,廣告_自然流量,XL,318705,L_CBY_04046
564,jeanblue,1028.0,436.0,系列24,產品24-12,2017-06-13T15:37:25,MALE,26.0,廣告_自然流量,XL,318705,L_CBY_04046
565,white,821.0,387.0,系列24,產品24-12,2017-06-13T15:37:25,MALE,26.0,廣告_自然流量,XL,318705,L_CBY_04046
566,babypink,492.0,298.0,系列68,產品68-15,2017-08-18T07:50:42,FEMALE,,廣告_critei_critei,90,346482,L_CBY_04479
567,eggyellow,492.0,298.0,系列68,產品68-15,2017-08-18T07:50:42,FEMALE,,廣告_critei_critei,110,346482,L_CBY_04479
568,babypink,410.0,298.0,系列68,產品68-15,2018-04-20T05:00:34,FEMALE,,廣告_KDP_D,80,427065,L_CBY_04479
569,white,410.0,250.0,系列68,產品68-15,2018-04-20T05:00:34,FEMALE,,廣告_KDP_D,110,427065,L_CBY_04479
570,navyblue,410.0,298.0,系列68,產品68-15,2018-04-20T05:00:34,FEMALE,,廣告_KDP_D,110,427065,L_CBY_04479
571,red,410.0,298.0,系列68,產品68-15,2018-04-20T05:00:34,FEMALE,,廣告_KDP_D,110,427065,L_CBY_04479
572,skyblue,821.0,426.0,系列61,產品61-12,2017-09-04T15:07:53,,,廣告_自然流量,M,354189,L_CBY_04175
573,lemonyellow,1028.0,418.0,系列74,產品74-18,2017-05-30T16:40:11,,26.0,廣告_KDP_D,M,311724,L_CBY_04286
574,tiffanygreen,1028.0,418.0,系列74,產品74-18,2017-05-30T16:40:11,,26.0,廣告_KDP_D,M,311724,L_CBY_04286
575,white,656.0,367.0,系列15,產品15-29,2017-05-30T16:40:11,,26.0,廣告_KDP_D,M,311724,L_CBY_04286
576,,469.0,211.0,系列79,產品79-38,2016-04-10T13:12:03,FEMALE,28.0,廣告_自然流量,無,184866,L_CBY_01654
577,gray,910.0,416.0,系列50,產品50-12,2016-04-10T13:12:03,FEMALE,28.0,廣告_自然流量,L,184866,L_CBY_01654
578,white,822.0,370.0,系列90,產品90-3,2016-06-11T14:01:12,,,廣告_KDPOD_qrtist,M,204333,L_CBY_03994
579,white,822.0,370.0,系列9,產品9-3,2016-06-11T14:01:12,,,廣告_KDPOD_qrtist,M,204333,L_CBY_03994
580,white,656.0,370.0,系列16,產品16-12,2017-02-25T14:29:39,,,廣告_自然流量,M,275337,L_CBY_03994
581,,410.0,248.0,系列16,產品16-26,2017-02-25T14:29:39,,,廣告_自然流量,無,275337,L_CBY_03994
582,white,821.0,370.0,系列218,產品218-12,2017-02-25T14:29:39,,,廣告_自然流量,M,275337,L_CBY_03994
583,gray,1035.0,475.0,系列53,產品53-30,2017-07-30T07:35:00,,,廣告_critei_critei,F,339021,L_CBY_03994
584,white,921.0,424.0,系列113,產品113-30,2017-07-30T07:35:00,,,廣告_critei_critei,F,339021,L_CBY_03994
585,creamywhite,821.0,502.0,系列28,產品28-31,2017-11-25T12:23:20,,,廣告_critei_critei,M,383832,L_CBY_03994
586,,1036.0,538.0,系列7,產品7-37,2016-11-23T10:28:45,FEMALE,26.0,廣告_自然流量,45cm,250830,L_CBY_03970
587,,492.0,248.0,系列7,產品7-26,2016-11-23T10:28:45,FEMALE,26.0,廣告_自然流量,無,250830,L_CBY_03970
588,white,721.0,367.0,系列7,產品7-18,2016-11-23T10:28:45,FEMALE,26.0,廣告_自然流量,M,250830,L_CBY_03970
589,babypink,686.0,419.0,系列31,產品31-3,2016-07-26T14:02:47,FEMALE,34.0,廣告_自然流量,M,218577,L_CBY_03926
590,tiffanygreen,686.0,419.0,系列12,產品12-12,2016-07-26T14:02:47,FEMALE,34.0,廣告_自然流量,M,218577,L_CBY_03926
591,,650.0,390.0,系列8,產品8-36,2018-12-21T15:31:08,FEMALE,34.0,廣告_edmMK_D,無,514671,L_CBY_04053
592,,576.0,345.0,系列8,產品8-36,2018-12-21T15:31:08,FEMALE,34.0,廣告_edmMK_D,無,514671,L_CBY_04053
593,navy,1754.0,824.0,系列12,產品12-9,2018-12-21T15:31:08,FEMALE,34.0,廣告_edmMK_D,2XL,514671,L_CBY_04053
594,gray,908.0,816.0,系列65,產品65-6,2016-03-11T02:13:33,,,廣告_ikip_pid,S,177891,L_CBY_03821
595,gray,908.0,816.0,系列31,產品31-6,2016-03-11T02:13:33,,,廣告_ikip_pid,S,177891,L_CBY_03821
